PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
2002,144205555,36354,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2003,144205556,5281881,Inconclusive,5,,,inconclusive,active agonist,4.55268,66.4405,inactive,,0,inconclusive,,,active antagonist,33.4915,-40.5564,BIOMOL
2004,144205557,57952,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2005,144205558,5359371,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2006,144205559,5284596,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2007,144205560,5360515,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,BIOMOL
2008,144205561,5311304,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2009,144205562,57242,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2010,144205563,5282381,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sequoia
2011,144205564,8955,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,FLUKA
2012,144205565,5284513,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,FLUKA
2013,144205566,32731,Active,56,,,active antagonist,active antagonist,4.55268,-85.6059,inactive,,0,active antagonist,4.38128,-90.4348,inactive,,0,BIOMOL
2014,144205567,357904,Inconclusive,20,,,active agonist,active agonist,4.98946,101.332,active antagonist,10.7495,-31.3235,inconclusive agonist,,23.4973,inactive,,0,BIOMOL
2015,144205568,245005,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2016,144205569,2783,Inconclusive,5,,,inconclusive,inconclusive agonist,9.99848,32.9493,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2017,144205570,44112,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,BIOMOL
2018,144205571,4078,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2019,144205572,6321253,Active,51,,,active antagonist,active antagonist,1.88336,-48.7463,inactive,,0,active antagonist,1.49601,-43.5419,inactive,,0,BIOMOL
2020,144205573,5374,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2021,144205574,107715,Inconclusive,5,,,inconclusive,active antagonist,14.9601,-59.4343,active agonist,7.07838,59.9061,inconclusive agonist,,,inactive,,0,BIOMOL
2022,144205575,443884,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,9.43918,-45.1259,inactive,,0,inconclusive antagonist,10.5909,-38.1508,inactive,,0,BIOMOL
2023,144205576,68848,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2024,144205577,27400,Inconclusive,20,,,active agonist,active agonist,14.9601,124.996,inactive,,0,active agonist,9.43918,80.4342,inactive,,0,BIOMOL
2025,144205578,45055378,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2026,144205579,105104,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,18.8336,81.8774,inactive,,0,inconclusive agonist,21.1317,87.5216,inactive,,0,BIOMOL
2027,144205580,9925873,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2028,144205581,11548,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2029,144205582,5831,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2030,144205583,8288,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2031,144205584,6852391,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2032,144205585,6243,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2033,144205586,27350,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,BIOMOL
2034,144205587,6321424,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,7.4978,-53.9203,inactive,,0,inconclusive antagonist,6.68242,-53.0882,inactive,,0,BIOMOL
2035,144205588,10921,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,BIOMOL
2036,144205589,3604,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,BIOMOL
2037,144205590,8246,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,13.3332,60.3303,inactive,,0,BIOMOL
2038,144205591,441071,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2039,144205592,16051918,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2040,144205593,6172,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2041,144205594,50287,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2042,144205595,92786,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2043,144205596,57782,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2044,144205597,5957,Inconclusive,5,,,inconclusive agonist (cytotoxic),active agonist,4.73079,60.9343,inactive,,0,active agonist,4.73079,70.3386,inconclusive antagonist,9.99848,-66.4823,BIOMOL
2045,144205598,5361,Inconclusive,5,,,inconclusive,active antagonist,25.0066,-72.7312,active agonist,25.9849,148.756,inactive,,0,inactive,,0,BIOMOL
2046,144205599,6083,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,0.298493,28.6648,inactive,,0,inconclusive agonist,,,active agonist,3.22305,44.328,BIOMOL
2047,144205600,145815,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2048,144205601,11051686,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2049,144205602,439524,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,BIOMOL
2050,144205603,68841,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2051,144205604,164739,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,BIOMOL
2052,144205605,10215,Active,50,,,active antagonist,active antagonist,6.45081,-64.2368,inactive,,0,active antagonist,6.45081,-51.4163,inactive,,0,BIOMOL
2053,144205606,157672,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2054,144205607,6505803,Inconclusive,20,,,active agonist,active agonist,8.41267,81.0654,inconclusive antagonist,,-34.1361,inconclusive agonist,,,inactive,,0,BIOMOL
2055,144205608,132519,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2056,144205609,445643,Active,42,,,active antagonist,active antagonist,29.1555,-37.3226,inactive,,0,inconclusive antagonist,32.3306,-34.4524,inactive,,0,Sequoia
2057,144205610,439501,Active,74,,,active antagonist,active antagonist,0.188336,-89.4761,inactive,,0,active antagonist,0.174422,-94.3296,inconclusive agonist,,,BIOMOL
2058,144205611,51683,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2059,144205612,72092,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,31.21,-65.6918,inactive,,0,active antagonist,25.6811,-75.4156,inactive,,0,BIOMOL
2060,144205613,16760569,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,23.159,-99.4009,inactive,,0,active antagonist,22.2871,-84.3175,active antagonist,29.8493,-54.9471,BIOMOL
2061,144205614,443939,Inconclusive,5,,,inconclusive,active antagonist,4.21632,-31.0528,active agonist,23.7101,53.4987,inactive,,0,inconclusive agonist,,,BIOMOL
2062,144205615,6438394,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
2063,144205616,12922658,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2064,144205617,23702994,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
2065,144205618,20054868,Active,50,,,active antagonist,active antagonist,12.3481,-84.2606,inactive,,0,active antagonist,11.8832,-82.4123,inconclusive agonist,0.841267,31.3741,BIOMOL
2066,144205619,6917655,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,BIOMOL
2067,144205620,5978,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,6.68242,-48.0949,inactive,,0,active antagonist,8.41267,-51.7451,inactive,,0,BIOMOL
2068,144205621,22311,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,FLUKA
2069,144205622,10107,Inconclusive,5,,,inconclusive,active antagonist,3.5476,-38.6396,inconclusive agonist,,,inactive,,0,inactive,,0,RIEDEL
2070,144205623,42586,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2071,144205624,173636,Inconclusive,5,,,inconclusive,inconclusive agonist,29.8493,53.6137,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2072,144205625,162381,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,SigmaAldrich
2073,144205626,8172,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,FLUKA
2074,144205627,47866,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2075,144205628,5392,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,20.6405,-88.3503,inactive,,0,active antagonist,17.1638,-71.541,active antagonist,21.1317,-34.2486,SigmaAldrich
2076,144205629,91744,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,RIEDEL
2077,144205630,4021,Active,55,,,active antagonist,active antagonist,16.3953,-135.66,inactive,,0,active antagonist,17.0368,-109.942,inactive,,0,SigmaAldrich
2078,144205631,7547,Active,85,,,active antagonist,active antagonist,0.174422,-116.033,active agonist,8.7418,772.102,active antagonist,0.211317,-69.1652,inconclusive antagonist,,-25.3774,SigmaAldrich
2079,144205632,2450,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2080,144205633,8042,Inconclusive,5,,,inconclusive,inconclusive agonist,0.891116,41.7908,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2081,144205634,23672301,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2082,144205635,24764,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2083,144205636,517121,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2084,144205637,8814,Active,61,,,active antagonist,active antagonist,3.81406,-105.194,inactive,,0,active antagonist,4.44687,-112.346,active antagonist,23.7101,-51.8567,NCI
2085,144205638,8907,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2086,144205639,62485,Active,48,,,active antagonist,active antagonist,12.5873,-71.9217,inactive,,0,active antagonist,13.3332,-62.5625,inactive,,0,Chembridge
2087,144205640,23673837,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-44.3771,inactive,,0,inactive,,0,inactive,,0,SIGMA
2088,144205641,7180,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,12.3481,-105.289,active agonist,23.7101,67.0526,active antagonist,16.1535,-106.894,active antagonist,29.8493,-51.2546,SigmaAldrich
2089,144205642,15797,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,SigmaAldrich
2090,144205643,16211101,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2091,144205644,517414,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2092,144205645,6251,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2093,144205646,5988,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2094,144205647,9415,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2095,144205648,71905,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2096,144205649,5974,Active,48,,,active antagonist,active antagonist,12.8312,-71.5175,active antagonist,21.1317,-31.9337,active antagonist,12.3481,-85.4183,inactive,,0,SigmaAldrich
2097,144205650,517383,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,26.6032,-69.6001,inactive,,0,inconclusive antagonist,25.1151,-62.0284,inactive,,0,SigmaAldrich
2098,144205651,23662383,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2099,144205652,5356789,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2100,144205653,16218600,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2101,144205654,5819,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2102,144205655,7615,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2103,144205656,6909,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2104,144205657,54670067,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SigmaAldrich
2105,144205658,985,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2106,144205659,23707968,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2107,144205660,36314,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,SigmaAldrich
2108,144205661,92839,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2109,144205662,9864,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2110,144205663,3698,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2111,144205664,11273,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2112,144205665,38258,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2113,144205666,4197,Inconclusive,5,,,inconclusive,inconclusive agonist,14.9601,54.4148,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2114,144205667,28417,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2115,144205668,9782,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2116,144205669,20469,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,SigmaAldrich
2117,144205670,27461,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2118,144205671,17100,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,,SigmaAldrich
2119,144205672,5591,Active,54,,,active antagonist,active antagonist,10.5909,-105.61,active agonist,23.7101,79.0242,active antagonist,11.0053,-88.4576,inactive,,0,SigmaAldrich
2120,144205673,2750,Active,56,,,active antagonist,active antagonist,8.21714,-105.917,active agonist,25.9849,65.6182,active antagonist,8.53861,-99.3931,inactive,,0,SigmaAldrich
2121,144205674,2763,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
2122,144205675,16722126,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,EPA
2123,144205676,71808,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,Labotest
2124,144205677,779179,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2125,144205678,178144,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,29.8493,-44.7876,inactive,,0,Labotest
2126,144205679,11366,Active,56,,,active antagonist,active antagonist,6.28136,-98.1045,inactive,,0,active antagonist,5.59827,-87.1119,active antagonist,28.7255,-40.0006,Labotest
2127,144205680,6668,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2128,144205681,10275,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2129,144205682,42963,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2130,144205683,5343,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2131,144205684,3109,Active,52,,,active antagonist,active antagonist,1.05909,-46.0422,inactive,,0,active antagonist,0.943918,-43.0686,inactive,,0,Labotest
2132,144205685,8798,Inconclusive,5,,,inconclusive,active antagonist,6.68242,-36.9738,inactive,,0,inconclusive agonist,,,inactive,,0,Labotest
2133,144205686,6474573,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2134,144205687,71957,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2135,144205688,13953,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2136,144205689,3083671,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2137,144205690,27990,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,Labotest
2138,144205691,10761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2139,144205692,9561033,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,Labotest
2140,144205693,18637,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,Labotest
2141,144205694,71873,Inconclusive,20,,,active agonist,active agonist,16.3953,60.7427,inactive,,0,inconclusive agonist,2.66032,33.7623,inactive,,0,Labotest
2142,144205695,71208,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2143,144205696,22601,Inconclusive,5,,,inconclusive,inconclusive antagonist,4.21632,-86.6228,inconclusive agonist,3.98047,78.7798,inactive,,0,inactive,,0,Labotest
2144,144205697,36143,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2145,144205698,1550874,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2146,144205699,10209,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,31.618,37.9559,inactive,,0,Labotest
2147,144205700,11104,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2148,144205701,10718,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2149,144205702,1549158,Active,57,,,active antagonist,active antagonist,5.59827,-97.988,inactive,,0,active antagonist,5.81729,-95.7403,inactive,,0,Innovapharm
2150,144205703,8262,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2151,144205704,65659,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Labotest
2152,144205705,65784,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2153,144205706,6433,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,4.46616,43.7857,inactive,,0,inconclusive agonist,10.5909,60.466,inactive,,0,Scientific Exchange
2154,144205707,6288,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2155,144205708,667492,Active,56,,,active antagonist,active antagonist,5.81729,-95.8469,inactive,,0,active antagonist,5.18466,-85.8476,inactive,,0,Innovapharm
2156,144205709,,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2157,144205710,5902,Inconclusive,5,,,inconclusive,inconclusive agonist,8.91116,37.1701,inactive,,0,inactive,,0,inactive,,0,Labotest
2158,144205711,5962,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2159,144205712,14871,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2160,144205713,24699,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Labotest
2161,144205714,688145,Inactive,0,,,inactive,inactive,,0,active agonist,25.0066,30.3724,inactive,,0,inactive,,0,Labotest
