PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W590-Activity_Score,W590-Curve_Description,W590-Fit_LogAC50,W590-Fit_HillSlope,W590-Fit_R2,W590-Fit_InfiniteActivity,W590-Fit_ZeroActivity,W590-Fit_CurveClass,W590-Excluded_Points,W590-Max_Response,W590-Activity at 0.0005898618 uM,W590-Activity at 0.00295 uM,W590-Activity at 0.015 uM,W590-Activity at 0.033 uM,W590-Activity at 0.074 uM,W590-Activity at 0.165 uM,W590-Activity at 0.369 uM,W590-Activity at 0.825 uM,W590-Activity at 1.843 uM,W590-Activity at 4.120 uM,W590-Activity at 9.217 uM,W590-Activity at 20.60 uM,W590-Activity at 46.08 uM,W590-Activity at 92.17 uM,Ratio-Activity_Score,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0005899000 uM,Ratio-Activity at 0.00295 uM,Ratio-Activity at 0.015 uM,Ratio-Activity at 0.033 uM,Ratio-Activity at 0.074 uM,Ratio-Activity at 0.165 uM,Ratio-Activity at 0.369 uM,Ratio-Activity at 0.824 uM,Ratio-Activity at 1.843 uM,Ratio-Activity at 4.122 uM,Ratio-Activity at 9.217 uM,Ratio-Activity at 20.61 uM,Ratio-Activity at 46.08 uM,Ratio-Activity at 92.17 uM,W535-Activity_Score,W535-Curve_Description,W535-Fit_LogAC50,W535-Fit_HillSlope,W535-Fit_R2,W535-Fit_InfiniteActivity,W535-Fit_ZeroActivity,W535-Fit_CurveClass,W535-Excluded_Points,W535-Max_Response,W535-Activity at 0.0005898618 uM,W535-Activity at 0.00295 uM,W535-Activity at 0.015 uM,W535-Activity at 0.033 uM,W535-Activity at 0.074 uM,W535-Activity at 0.165 uM,W535-Activity at 0.369 uM,W535-Activity at 0.825 uM,W535-Activity at 1.843 uM,W535-Activity at 4.120 uM,W535-Activity at 9.217 uM,W535-Activity at 20.60 uM,W535-Activity at 46.08 uM,W535-Activity at 92.17 uM,Compound QC
429,17389090,73773,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981088-01/37857395,,Inconclusive,,,,0,,-4.75,0.6,0.8462,-35.997,2,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-26.6642,-2.0936,5.6096,3.8022,8.7674,-5.1904,-3.6807,-4.3589,-6.2063,-4.6572,-7.074,-7.7009,-22.6546,-21.8828,-26.6642,0,Partial curve; partial efficacy,-4.8751,0.9,0.9255,-44.7677,-0.7522,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-37.3064,-5.2004,2.9272,1.894,5.2153,-5.6617,-4.231,-3.6656,-7.9012,-7.9681,-10.0053,-13.951,-32.3752,-33.5514,-37.3064,10,,-5.05,2.3332,0.9674,13,-0.2378,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,11.9926,-0.5042,0.7137,1.0923,0.2141,-1.8648,-0.1516,-0.8724,-0.6131,1.9378,1.3008,5.8106,11.7683,13.4672,11.9926,QC'd by NIEHS/NTP
430,17389091,447466,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07930264-01/37857586,,Inactive,,,,0,,,,,,,4,,3.9474,-9.8006,-4.5516,1.3864,-2.013,-13.4404,-0.9755,-1.2631,-2.0333,0.4657,-0.1078,-8.6002,4.0045,-1.2274,3.9474,10,,,,,,,4,,-0.2943,-16.0026,-8.7065,-7.0817,-6.0862,-18.5952,-7.9653,-8.1448,-7.3796,-2.0057,-6.7873,-17.2804,1.7616,-6.4808,-0.2943,10,,,,,,,4,,-0.4951,1.927,-1.9464,1.2762,-2.0747,-0.3798,-1.7793,-2.9043,-0.2008,-2.0603,1.7495,1.6019,-4.492,-1.6726,-0.4951,QC'd by NIEHS/NTP
431,17389092,,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08080839-01/37856272,,Inactive,,,,0,,-5.85,0.3,0.708,-23.0181,9.5,4,1 0 0 0 0 1 0 0 0 0 0 0 0 0,-17.2443,-5.2319,5.5804,10.0728,-6.768,-0.7836,11.2096,-1.7051,-11.5569,-7.8572,-5.8483,-5.1966,-11.6411,-18.7651,-17.2443,10,,-4.6751,3.5117,0.6998,-18.6053,0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-16.9912,-6.2836,4.8208,9.9828,-1.8499,-0.9051,4.2101,-0.2759,-8.1438,2.279,1.887,1.4957,-8.6107,-18.8378,-16.9912,10,,-6,0.6,0.8983,-8.2826,-0.5442,4,0 0 0 0 0 0 0 0 0 0 0 0 1 0,-8.1522,-0.4766,-0.4535,-1.1312,-2.6471,-2.8608,-0.7596,-3.2474,-3.4191,-6.1547,-6.24,-6.7619,-6.0943,-3.2192,-8.1522,
432,17389093,2879,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08006847-01/37857614,,Inactive,,,,0,,-8,3.2975,0.5507,0.5,-7.8953,4,0 0 0 0 0 0 0 1 1 0 0 0 0 0,3.5152,-7.6004,-8.2461,-1.1457,-2.3132,2.926,0.828,3.9318,5.0106,-6.8822,4.7108,-1.3517,-2.8707,-4.8404,3.5152,10,,-7.8751,1.4641,0.6388,-0.5,-10.7428,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1.7404,-9.7914,-10.619,-4.4249,-4.0057,0.8203,0.2356,0.4577,1.5519,-8.8205,-0.4708,0.5672,1.1939,-0.7584,1.7404,10,,,,,,,4,,2.6085,0.522,1.348,1.7515,0.3353,1.1069,0.7757,2.353,1.8605,0.1605,1.9607,1.0303,1.6434,0.3446,2.6085,QC'd by NIEHS/NTP
433,17389094,460,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07930261-01/37857387,,Inactive,,,,0,,-9.1,4.9549,0.7468,2,-20.3819,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-4.4288,-16.1516,8.0023,3.3344,4.9941,2.4852,0.9972,0.2466,-2.9486,1.5409,1.5273,1.1418,2.7138,-2.7492,-4.4288,10,,-9.1251,4.9549,0.427,0,-9.9755,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-0.5081,-7.4796,5.7836,-0.5542,0.2797,-1.0296,-0.681,-0.3337,-4.2733,-0.7358,-0.4031,4.0695,0.0354,-0.7769,-0.5081,10,,-8.75,3.5117,0.8229,1,-8.6314,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.6927,-8.4428,-0.2777,2.6103,1.7912,1.9267,-0.6612,0.3129,-0.1306,0.1953,2.2575,-1.3394,0.8802,0.5193,0.6927,QC'd by NIEHS/NTP
434,17389095,6167,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944343-01/37856540,,Inactive,,,,0,,-5.45,4.9549,0.4958,12,-0.0402,4,0 0 1 0 0 0 1 0 0 0 0 0 0 0,9.1462,3.052,-3.8998,14.2912,-7.5335,8.1568,6.6772,-9.914,-3.2856,-2.4846,7.237,23.0266,6.4066,10.1631,9.1462,10,,,,,,,4,,5.7788,1.9115,-17.0491,0.9666,-19.5518,5.1041,2.7828,-17.5661,-1.9056,3.3507,2.4439,13.0376,-1.4405,-1.9467,5.7788,10,,-6.9,4.9549,0.5591,-0.8198,2.5,4,1 0 0 0 0 0 0 0 1 0 0 0 0 0,-1.9529,0.2843,3.6759,1.6227,1.3832,3.3519,-0.8507,-2.0535,0.2284,-4.0634,-1.8324,0.6047,-2.3498,1.9406,-1.9529,QC'd by NIEHS/NTP
435,17389096,6167,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07990332-01/37856952,,Inactive,,,,0,,,,,,,4,,-5.7542,4.2372,-2.5721,5.8441,-11.1647,-0.7993,0.6144,0.3588,2.5408,0.8763,-5.7486,-0.3931,3.8895,-4.5313,-5.7542,10,,,,,,,4,,-1.1777,3.486,-1.5275,2.5496,-14.1123,-0.8865,0.4681,1.8777,0.4592,2.7409,-1.6273,2.389,0.5998,1.7748,-1.1777,10,,,,,,,4,,-4.9068,-0.6939,-1.1357,-2.186,-2.9159,-1.4641,-1.249,-2.0566,-3.8125,-3.7954,-5.6903,-4.5588,-2.8687,-4.8165,-4.9068,QC'd by NIEHS/NTP
436,17389097,92884,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944782-01/37856424,,Inactive,,,,0,,,,,,,4,,9.5649,-2.566,6.3522,0.2444,2.386,4.4212,-0.7626,1.6546,-5.2993,-4.5664,-4.5896,4.4342,-0.3311,-1.6192,9.5649,10,,,,,,,4,,0.9195,-2.2098,0.7203,0.8589,2.0623,0.2035,1.1561,2.1898,-2.3826,-2.2089,-0.2325,0.8781,0.4878,2.174,0.9195,10,,-4.45,0.4,0.8993,-8.8755,-0.2616,4,0 0 0 0 0 1 0 0 0 0 0 0 0 0,-5.3129,-0.2572,-0.218,-1.4315,-1.6295,-0.4941,-4.281,-0.6941,-2.552,-1.9084,-3.4726,-3.0063,-3.8098,-5.1511,-5.3129,QC'd by NIEHS/NTP
437,17389098,638011,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08007734-01/37856667,,Inactive,,,,0,,,,,,,4,,-2.6249,-3.8406,0.7434,-1.5709,-4.7482,-3.5815,3.1025,2.2031,-5.5175,7.3047,4.8501,2.0671,0.364,-7.0269,-2.6249,10,,,,,,,4,,-2.1386,-2.6233,1.6946,0.1944,-4.1765,-3.0052,2.3855,2.291,-7.1095,3.9863,3.5726,0.2073,1.4424,-1.7789,-2.1386,10,,,,,,,4,,0.8689,-0.7034,-0.2574,0.0126,-0.261,-1.2695,0.0038,-0.2982,0.314,1.413,0.2487,2.7417,1.2291,-0.771,0.8689,QC'd by NIEHS/NTP
438,17389099,5356785,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944777-01/37857104,,Inactive,,,,0,,,,,,,4,,-6.7369,-1.4373,19.6355,-2.705,7.6458,2.8497,-0.3753,3.2541,3.4522,3.8372,11.7727,-2.0506,3.7524,9.5722,-6.7369,10,,,,,,,4,,-7.432,-1.819,14.0071,-5.1882,3.9091,1.2488,-1.5656,1.1508,-0.0305,1.2819,10.4671,-1.1337,1.2108,7.7968,-7.432,10,,-5.15,1.4641,0.9324,-4.9825,0,4,0 0 0 0 0 1 0 0 0 0 0 0 0 0,-4.5488,-0.9845,0.4176,-0.816,-0.0721,-0.3213,-2.517,0.2448,-0.0706,-1.0655,-1.0911,-3.3986,-3.7874,-4.9854,-4.5488,QC'd by NIEHS/NTP
439,17389100,2767,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02540539-01/37857211,,Inactive,,,,0,,-9.15,4.9549,0.6822,4,-10.9076,4,0 0 0 0 0 0 0 1 0 0 0 0 0 1,0.1896,-6.5897,7.2042,5.4426,0.5699,5.7335,5.3694,4.8311,-0.9672,0.4484,4.165,3.686,1.7965,4.2571,0.1896,10,,-9.1751,4.9549,0.4235,0,-9.3948,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.129,-6.1623,2.7306,0.2811,-4.4443,0.3122,1.6042,0.3534,-3.7808,0.1114,-0.0827,1.1396,-0.7082,0.2088,0.129,10,,,,,,,4,,1.7426,-2.2634,-0.074,0.4648,1.3892,0.4675,-0.8122,0.6711,-0.9283,-3.2976,0.11,-0.7567,-0.4729,-0.9452,1.7426,QC'd by NIEHS/NTP
440,17389101,643833,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08082711-01/37856716,,Inconclusive,,,,0,,-4.5,4.5045,0.7538,-35.5144,7.4871,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1.5908,15.9966,0.7595,-0.136,4.6391,20.958,8.4938,11.5642,6.1238,6.3696,5.5833,4.147,2.3055,-28.7835,1.5908,0,Partial curve; partial efficacy,-4.5751,3.99,0.8816,-39.8323,-0.0966,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-1.207,2.8097,2.097,-10.3867,-2.1329,5.3848,-0.3109,-0.4543,1.3317,-1.6649,1.8482,0.2379,-11.2093,-35.5812,-1.207,10,,,,,,,4,,0.9893,3.3898,-5.1606,-0.0455,2.2303,3.85,3.5288,1.9697,1.1287,-2.1415,1.0818,2.3707,5.4901,2.4699,0.9893,QC'd by NIEHS/NTP
441,17389102,10900,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08007294-01/37856523,,Inactive,,,,0,,,,,,,4,,-0.1563,0.2677,-0.7528,4.5666,-2.1456,3.0719,-0.2455,3.3463,-2.6612,-0.7957,1.7859,4.5069,-3.1089,-0.8625,-0.1563,10,,,,,,,4,,1.6701,0.1327,-0.2366,1.6089,0.1742,0.371,0.634,3.1069,-4.2461,0.0225,-8.944,2.7889,-2.2645,1.2777,1.6701,10,,,,,,,4,,-1.6823,0.5898,0.7686,1.795,-0.2558,0.8053,0.3464,1.6604,0.5698,0.9906,11.8774,-0.2475,-0.4889,-2.9241,-1.6823,QC'd by NIEHS/NTP
442,17389103,637511,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08006278-01/37856310,,Inactive,,,,0,,,,,,,4,,-0.981,-6.1692,1.9903,-5.0511,-8.3897,-1.695,-0.7713,0.9131,-5.589,0.2755,1.0744,-7.9701,8.522,-4.3421,-0.981,10,,,,,,,4,,4.4205,4.5505,8.5822,4.7944,0.5724,4.9128,5.5286,13.8718,3.7992,8.3574,8.3136,0.2939,14.6387,4.877,4.4205,10,,,,,,,4,,-3.1358,-2.9767,-1.3793,-2.565,-2.1051,-0.4185,0.0348,-1.8046,-1.7688,1.0082,0.1127,-1.8266,-0.7435,-1.1555,-3.1358,QC'd by NIEHS/NTP
443,17389104,637511,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08007164-01/37856250,,Inactive,,,,0,,-4.25,1.2216,0.5713,12,-0.7299,4,1 0 1 0 0 0 0 0 0 0 0 0 0 0,8.4527,5.1769,-0.9214,-10.3335,3.2358,-1.1921,-3.1417,3.5654,-2.0072,-3.5249,-0.8482,2.4636,2.5419,3.3673,8.4527,10,,,,,,,4,,0.8826,8.7444,0.7877,-4.1014,5.9835,3.6082,2.3258,9.338,0.5655,1.7355,1.9822,5.1557,2.4687,3.1475,0.8826,10,,,,,,,4,,-1.8183,1.2729,0.8811,-0.2364,-0.8263,-0.4304,-1.6103,1.1682,-0.407,0.3618,0.2943,-0.7402,-0.7319,-1.8895,-1.8183,QC'd by NIEHS/NTP
444,17389105,6537499,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB13681040-01/37856794,,Inactive,,,,0,,,,,,,4,,-7.7232,6.0268,4.8133,6.3663,13.535,16.6865,19.1953,8.3276,-2.3487,18.9797,5.0879,4.1257,17.8345,13.4732,-7.7232,10,,,,,,,4,,-3.8641,-0.6258,1.4859,-0.8984,4.5093,4.3638,5.736,1.7631,-2.2674,9.7619,2.6296,3.3285,8.0137,6.1291,-3.8641,10,,-5.6,4.9549,0.7639,-1.433,2,4,1 0 1 0 0 0 0 0 0 0 0 0 0 0,-1.7051,-0.9752,1.8809,-0.783,0.8654,2.6607,3.4699,1.3127,0.433,1.7944,-1.3913,-2.4442,-0.9449,-0.6053,-1.7051,QC'd by NIEHS/NTP
445,17389106,5281764,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB13681052-01/37856637,,Inactive,,,,0,,,,,,,4,,-3.1761,10.0338,-2.9124,1.4163,-0.8415,3.2428,6.4105,-3.4256,-3.1449,11.6753,4.5475,-1.4257,2.8109,-8.8886,-3.1761,10,,-4.5251,4.9549,0.3197,-8.4675,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-5.8349,6.5061,-3.3224,0.0417,-3.9593,-0.1039,-1.3361,-4.1691,-5.1391,7.8966,3.8778,-3.3282,2.737,-11.2229,-5.8349,10,,,,,,,4,,3.9088,1.3471,-1.3551,1.0637,2.1537,1.7903,6.4586,0.0441,0.1991,2.2022,1.3674,1.0409,1.4004,2.3512,3.9088,QC'd by NIEHS/NTP
446,17389107,10208,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08582917-01/37857084,,Inhibitor,5.9557,22.6039,,0,Partial curve; partial efficacy,-5.05,1,0.942,-33.225,-2.3589,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-32.6875,-3.6494,-4.8937,-0.2991,-5.704,-0.3476,-2.6911,-3.1813,-5.0909,-6.7975,-9.0903,-23.2026,-22.7187,-24.4643,-32.6875,0,Partial curve; partial efficacy; poor fit,-5.2251,1.1,0.8801,-25.1039,-2.5,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-25.9199,-7.0612,-4.9168,0.9424,-6.8162,0.8135,-0.0355,-1.6062,-5.5727,-5.5659,-9.4962,-21.2036,-18.8524,-20.2967,-25.9199,10,,,,,,,4,,-3.0631,-0.5819,-0.8986,0.2867,-1.3135,0.0646,-0.6903,1.1031,0.0157,-1.7646,-1.4389,-1.8104,-2.4494,-2.5552,-3.0631,QC'd by NIEHS/NTP
447,17389108,6537498,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07966615-01/37856839,,Inactive,,,,0,,,,,,,4,,-11.5899,4.4142,-3.527,-10.2075,6.1355,-2.9151,-0.9511,-9.0696,-6.2884,2.377,-2.5336,-0.4089,-5.4464,-12.6873,-11.5899,10,,,,,,,4,,-1.2704,2.1978,1.1393,-10.9291,-3.3542,-1.5954,0.7725,-5.7765,-6.5244,12.4746,-5.4737,0.912,-1.4919,-4.5832,-1.2704,10,,-4.85,4.5045,0.7552,-7.1097,3,4,0 1 0 0 0 0 0 0 1 0 0 0 0 0,-7.1748,0.405,-2.6686,4.757,6.6777,2.3859,-0.0283,-1.5399,4.8296,-5.8473,5.1273,1.7487,-5.2856,-6.8228,-7.1748,QC'd by NIEHS/NTP
448,17389109,6537497,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08002764-01/37857513,,Inactive,,,,0,,-5.9,0.6,0.4465,10,-0.2902,4,1 1 0 0 0 0 0 0 0 0 0 0 0 1,-3.0991,-4.0827,8.1857,3.2177,-4.4085,-1.0407,10.2086,0.7899,1.72,5.7855,6.2246,7.7698,10.6882,7.3702,-3.0991,10,,-4.9251,4.4495,0.3738,5.5,-2.5306,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-2.3365,-6.2047,-2.2748,0.5081,-12.5255,1.4014,0.88,0.1533,-0.9501,-2.1167,-3.8678,-1.6488,7.2078,3.6754,-2.3365,10,,,,,,,4,,-1.658,-1.6151,5.9234,-0.7699,4.2438,-7.1741,2.0297,-3.1679,1.0568,5.0428,5.4074,6.8767,-3.0486,-2.734,-1.658,QC'd by NIEHS/NTP
449,17389110,6397,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08548346-01/37857107,,Inactive,,,,0,,-4.55,0.931,0.5933,8,-4.459,4,0 0 0 0 0 1 0 0 0 0 0 0 0 0,4.3335,-4.136,-7.4658,-1.1899,-5.4143,-4.4872,-12.1733,0.1152,-5.4202,-6.3557,-3.4044,2.6249,-2.7658,5.0385,4.3335,10,,,,,,,4,,3.5322,-3.3062,-0.8768,4.113,-0.8743,0.5252,-4.0833,5.292,-4.1949,-0.3035,-0.0007,2.5765,1.4822,3.3745,3.5322,10,,,,,,,4,,-2.702,-2.7842,-4.3288,-3.2445,-3.2577,-4.4264,-6.2381,-4.0609,-2.8166,-3.7588,-2.1376,-1.8754,-3.0814,-3.3251,-2.702,QC'd by NIEHS/NTP
450,17389111,6537496,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981453-01/37856435,,Inactive,,,,0,,-7.9,2.2526,0.6615,3.5,-3.7668,4,0 0 0 0 0 0 0 0 0 1 1 0 0 1,-5.1109,-3.4187,-4.389,0.5114,2.5172,6.8963,2.9994,0.457,4.3703,-0.2516,-0.4459,8.3779,5.1991,5.7362,-5.1109,10,,-8.0251,3.99,0.6826,-0.5,-7.7519,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-8.1912,-6.7461,-8.9599,-1.4507,0.5673,1.7218,-0.3223,-5.8186,0.4539,-1.6675,-0.2277,0.9589,-0.8445,-0.1359,-8.1912,10,,,,,,,4,,-0.7528,-0.2874,-1.2801,0.1296,-1.0728,0.9105,0.7286,1.0889,-0.4728,0.0119,-1.5971,1.3247,-0.9841,-0.5615,-0.7528,QC'd by NIEHS/NTP
451,17389112,6537496,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB13681064-01/37857090,,Inactive,,,,0,,-7.3,4.4495,0.7062,5,-8.0904,4,1 0 0 0 0 0 0 0 1 0 0 0 0 1,-6.9047,5.7057,-6.1107,-7.8185,-10.492,8.5637,-0.8295,9.3995,3.6662,20.558,10.0385,3.5842,3.5697,2.0415,-6.9047,10,,-6.4751,1.6924,0.3451,4.5,-3.0468,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-8.5361,1.5905,-6.7429,-2.3738,-8.789,2.9089,-2.9756,3.0148,-2.3642,11.4673,10.5768,1.0936,0.2043,1.967,-8.5361,10,,,,,,,4,,1.7236,1.3123,-0.8381,-6.3238,-3.7539,1.5912,0.7496,2.452,2.0872,4.2818,-2.3067,0.849,0.1895,-2.9527,1.7236,QC'd by NIEHS/NTP
452,17389113,9552079,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944378-01/37857341,,Inconclusive,,,,0,,-4.7,1.2221,0.7266,16,-4.0791,4,0 0 0 0 0 0 1 0 0 1 0 0 0 1,-1.6798,-3.3697,-4.3802,-3.6809,1.172,-6.8804,-5.6254,4.8636,-8.8159,-1.4628,-16.6181,4.9622,1.767,12.6232,-1.6798,0,Partial curve; partial efficacy; poor fit,-5.0251,4.9549,0.8469,26.3241,-5.2919,2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,8.7667,-2.0419,-9.3694,-2.4922,1.3772,-6.4426,-8.8022,-2.2427,-6.7108,-1.0306,-15.641,10.9524,19.5666,31.7458,8.7667,10,,-5.1,3.132,0.9237,-17.6882,1.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-15.2442,2.2573,6.2745,-1.2717,-2.1917,1.3951,2.9569,4.3361,-0.396,0.295,-0.4953,-9.2654,-18.2616,-18.9069,-15.2442,QC'd by NIEHS/NTP
453,17389114,5993,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08001212-01/37857056,,Inactive,,,,0,,,,,,,4,,-15.8546,-4.0781,-1.5439,2.4895,-3.422,-6.8046,6.5304,8.5036,3.1363,-0.7251,-9.5591,-6.4322,-2.2001,-1.3046,-15.8546,10,,-4.1251,4.9549,0.6263,-25.4224,0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-18.6854,-0.9606,0.6082,4.2941,-0.7653,-4.197,1.6871,8.1699,2.2665,1.4362,-5.7781,-6.0566,0.6439,0.8535,-18.6854,10,,,,,,,4,,-5.5373,-1.1917,-2.0262,-1.7316,-0.7545,-2.7944,-1.4672,-1.4088,-0.789,-1.8596,-1.785,-1.694,-4.6089,-4.3903,-5.5373,QC'd by NIEHS/NTP
454,17389115,8816,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944367-01/37856761,,Inactive,,,,0,,-4.65,1.7137,0.6827,-12.1133,7,4,0 0 0 0 0 0 0 0 0 1 0 0 0 0,-11.7611,5.4398,4.9889,8.6213,2.5462,16.5103,2.9325,1.6386,7.8545,13.4064,27.5213,2.665,-3.2639,-5.7356,-11.7611,10,,,,,,,4,,-13.6824,1.0385,-0.6591,-1.612,-1.7699,5.3699,-17.8775,-16.7604,-1.4679,2.5762,20.0256,-0.2035,-3.2858,-12.5648,-13.6824,10,,-4.2,0.931,0.4359,-9.4098,2.5,4,0 0 0 0 0 1 0 0 0 0 0 0 0 0,-6.1749,5.5466,2.5487,-1.8756,2.7357,1.9094,13.5006,8.8042,0.0187,2.8842,-0.9251,1.2036,-0.9936,-0.2452,-6.1749,QC'd by NIEHS/NTP
455,17389116,,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07985404-01/37857526,,Inactive,,,,0,,,,,,,4,,-0.1263,-3.7032,-4.5386,-11.949,-0.2697,2.4587,-7.4819,-8.5476,0.17,-2.7124,-5.6218,-0.7561,-1.7832,4.0827,-0.1263,10,,,,,,,4,,1.7985,-2.2528,1.1446,-7.8795,-1.8358,2.0967,-0.1898,-3.1926,-0.649,-3.2534,1.2841,-1.372,-2.0687,3.4301,1.7985,10,,,,,,,4,,-1.5952,-2.6735,-3.134,-2.8132,-1.3837,-2.3836,-5.4903,-1.4883,-1.6056,-3.502,-2.3645,-1.5796,-3.6309,-4.1078,-1.5952,
456,17389117,,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07930273-01/37856353,,Inactive,,,,0,,,,,,,4,,-5.9776,-1.8046,-5.9661,-2.2645,3.475,-4.578,7.1669,-1.0573,0.9891,7.2295,-3.9374,-1.0132,-7.0607,9.7928,-5.9776,10,,,,,,,4,,-2.5711,-2.8426,-8.0634,-3.9896,-0.7378,-8.2295,0.9969,-3.1713,-2.418,2.7008,-7.1507,-0.4035,-7.6944,6.547,-2.5711,10,,,,,,,4,,-0.9144,-1.8587,-2.083,-1.5601,-0.58,-1.1305,-1.8721,-0.0571,-0.5534,0.5626,-0.4794,-0.7462,-1.9344,-0.1338,-0.9144,
457,17389118,7335,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07994920-01/37857599,,Inactive,,,,0,,,,,,,4,,3.3507,-7.8267,9.3356,4.0287,5.3307,2.3786,9.5082,14.7457,-0.4469,4.8901,1.4878,-6.4692,7.9983,7.3897,3.3507,10,,,,,,,4,,0.4934,-6.1417,3.7119,0.2144,1.1819,0.4918,1.403,8.2013,-0.136,1.942,-0.0706,-7.065,1.3063,1.0848,0.4934,10,,,,,,,4,,-1.6843,-1.8471,-0.3809,-0.9228,-1.3216,-0.7952,-0.3939,-1.799,-2.4063,-0.5765,-0.9398,-3.5509,-1.3036,-1.1124,-1.6843,QC'd by NIEHS/NTP
