PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W590-Activity_Score,W590-Curve_Description,W590-Fit_LogAC50,W590-Fit_HillSlope,W590-Fit_R2,W590-Fit_InfiniteActivity,W590-Fit_ZeroActivity,W590-Fit_CurveClass,W590-Excluded_Points,W590-Max_Response,W590-Activity at 0.0005899000 uM,W590-Activity at 0.00295 uM,W590-Activity at 0.015 uM,W590-Activity at 0.033 uM,W590-Activity at 0.074 uM,W590-Activity at 0.165 uM,W590-Activity at 0.369 uM,W590-Activity at 0.824 uM,W590-Activity at 1.843 uM,W590-Activity at 4.122 uM,W590-Activity at 9.217 uM,W590-Activity at 20.61 uM,W590-Activity at 46.08 uM,W590-Activity at 92.17 uM,Ratio-Activity_Score,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0005899000 uM,Ratio-Activity at 0.00295 uM,Ratio-Activity at 0.015 uM,Ratio-Activity at 0.033 uM,Ratio-Activity at 0.074 uM,Ratio-Activity at 0.165 uM,Ratio-Activity at 0.369 uM,Ratio-Activity at 0.824 uM,Ratio-Activity at 1.843 uM,Ratio-Activity at 4.122 uM,Ratio-Activity at 9.217 uM,Ratio-Activity at 20.61 uM,Ratio-Activity at 46.08 uM,Ratio-Activity at 92.17 uM,W535-Activity_Score,W535-Curve_Description,W535-Fit_LogAC50,W535-Fit_HillSlope,W535-Fit_R2,W535-Fit_InfiniteActivity,W535-Fit_ZeroActivity,W535-Fit_CurveClass,W535-Excluded_Points,W535-Max_Response,W535-Activity at 0.0005898618 uM,W535-Activity at 0.00295 uM,W535-Activity at 0.015 uM,W535-Activity at 0.033 uM,W535-Activity at 0.074 uM,W535-Activity at 0.165 uM,W535-Activity at 0.369 uM,W535-Activity at 0.825 uM,W535-Activity at 1.843 uM,W535-Activity at 4.120 uM,W535-Activity at 9.217 uM,W535-Activity at 20.60 uM,W535-Activity at 46.08 uM,W535-Activity at 92.17 uM,Compound QC
365,17389026,8033,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548333-01/115413238,,Inactive,,,,0,,-8.1251,4.9549,0.3613,-5.7312,6.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1.9635,1.6657,10.8832,-7.2552,-8.6614,-2.3779,3.4243,-2.5611,-10.6107,-10.4852,-6.6457,-11.8594,-9.4354,6.4288,1.9635,10,,-8.1751,4.9549,0.3848,-7.1421,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-5.342,0.3431,5.6529,-9.2976,-12.0724,-0.4868,0.4196,-6.4155,-12.2609,-11.2886,-7.7177,-11.3469,-12.6184,-0.0208,-5.342,10,,,,,,,4,,-0.2452,-0.2573,0.8779,-1.5325,-0.917,-1.0012,-1.03,-0.673,-0.3881,-1.6435,-1.3488,-2.8341,-1.515,0.2514,-0.2452,QC'd by NIEHS/NTP
366,17389027,13816,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07985305-01/115413467,,Inconclusive,31.6228,64.8648,,0,,,,,,,4,,-2.8607,-10.3522,-17.8457,-10.1882,-9.9539,-2.8539,-2.9219,-9.0442,-8.8548,-7.9268,-8.1489,-14.6178,2.2272,-6.5426,-2.8607,0,Partial curve; high efficacy,-4.4751,1.8079,0.9611,105.875,-1.8424,2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,98.0325,-0.399,-9.6084,-0.5184,-0.2689,-5.1715,-5.0192,2.2799,2.2035,1.9966,0.7714,-1.4386,41.5195,57.925,98.0325,10,Partial curve; partial efficacy,-4.5,1,0.995,-67.4643,-2.5995,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-51.9588,-1.7197,-0.8215,-4.2863,-2.1842,-2.7569,-2.2618,-2.8002,-5.0071,-4.3428,-11.0427,-18.6207,-27.7976,-39.8906,-51.9588,QC'd by NIEHS/NTP
367,17389028,6537503,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08009046-01/115412115,,Inactive,,,,0,,,,,,,4,,-3.5642,-4.5455,-0.866,-2.5925,-5.024,-5.4781,-4.9337,6.8675,-1.9018,-1.991,0.8132,3.3124,-7.7241,4.9176,-3.5642,10,,,,,,,4,,-6.3975,-7.9495,-2.0165,-4.8009,-6.9971,-6.2302,-7.5286,3.1547,-5.0025,-6.9541,-1.6302,-3.8679,-15.0554,-0.9603,-6.3975,10,,,,,,,4,,-1.7231,-0.8547,-0.2652,-0.0722,-0.7235,-2.0408,-0.1149,0.271,-1.6126,-0.4762,-0.7971,-0.1506,1.7804,0.2828,-1.7231,QC'd by NIEHS/NTP
368,17389029,6537503,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02509334-01/115412136,,Inactive,,,,0,,,,,,,4,,15.5544,14.8695,6.4266,8.4221,5.4393,11.2765,12.5432,14.0307,4.1599,14.8095,8.0116,10.18,8.8923,15.1262,15.5544,10,,,,,,,4,,3.5361,4.0971,2.5114,0.1676,1.3127,1.2396,4.0443,5.1005,2.3717,4.3027,2.1069,-1.1894,0.758,1.7474,3.5361,10,,,,,,,4,,1.354,1.8874,2.5277,2.1725,1.504,-1.8444,1.4364,3.3845,1.7821,3.905,0.7291,3.3139,3.4353,3.4552,1.354,QC'd by NIEHS/NTP
369,17389030,7595,Active,42,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07985399-01/115413208,,Inhibitor,10.5909,106.134,,0,Partial curve; high efficacy,-4.4751,1.8079,0.9694,-86.5928,0.9868,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-80.1785,-1.5235,6.9041,2.202,9.9538,-0.1013,5.0145,-3.887,-4.7179,-1.0707,-2.8391,-10.8541,-22.8325,-53.5917,-80.1785,0,Partial curve; high efficacy,-4.9751,0.7,0.9817,-104.429,1.7054,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-91.6044,-2.347,3.246,-1.3986,6.3418,-4.106,0.015,-8.0007,-18.2826,-22.0862,-38.0749,-46.6402,-55.4188,-75.2529,-91.6044,10,Complete curve; partial efficacy,-5.6,1.8265,0.9946,64.6065,0.4314,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,62.4679,-0.8749,-0.0771,-0.0049,-1.6049,-0.3426,2.0081,2.8204,11.9973,19.3563,48.4617,58.0447,64.4835,64.823,62.4679,QC'd by NIEHS/NTP
370,17389031,8561,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02540551-01/115412716,,Inactive,,,,0,,-4.5251,4.9549,0.5088,-16.122,-1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-13.766,-1.6162,-13.7152,-0.469,-3.6992,-4.2151,5.8509,2.2094,-0.1994,5.8087,1.4268,-5.9303,0.0953,-18.0183,-13.766,10,,,,,,,4,,-8.3498,-7.1198,-16.139,-2.054,-7.3193,-7.0379,1.0453,-1.6634,-6.4676,1.3144,1.028,-1.7001,0.1179,-12.9846,-8.3498,10,,-5.35,2.2526,0.9464,-8.6963,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-8.3805,-0.0254,1.2803,-0.3215,0.8935,0.452,0.4617,1.3863,1.8361,-0.5683,-2.3234,-8.6529,-6.6137,-8.9136,-8.3805,QC'd by NIEHS/NTP
371,17389032,8559,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02911330-01/115413452,,Inhibitor,42.1632,35.2088,,0,Partial curve; partial efficacy; poor fit,-4.3751,2.4064,0.7906,-17.5502,7.5,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-16.2919,3.4098,10.5623,6.3812,11.8907,4.9417,6.9188,11.2145,13.4295,1.7268,4.1062,7.3538,3.2769,-3.972,-16.2919,0,Partial curve; partial efficacy,-4.3751,3.99,0.9613,-33.7208,1.488,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-35.1259,0.4767,1.0819,-1.5235,0.17,4.2814,-1.4958,3.5874,5.1151,1.311,-0.0972,2.719,-1.8279,-19.6136,-35.1259,10,,-4.65,1.2475,0.9772,20,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,17.3255,2.3827,2.3687,2.27,0.5494,0.2426,0.1823,0.7211,0.7724,2.8423,2.8642,5.1123,10.4711,14.3995,17.3255,QC'd by NIEHS/NTP
372,17389033,16316,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07936145-01/115412206,,Inactive,,,,0,,,,,,,4,,2.4358,-5.3084,-10.8919,-6.1989,-2.4885,-7.8548,-5.098,-4.4794,-4.948,-2.9684,-6.1725,-10.6123,-1.0962,-11.5441,2.4358,10,,-4.1751,4.095,0.5387,10,-1.6061,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,7.5771,-0.9644,-7.1717,0.1468,-0.1265,-4.5873,0.1395,-1.1846,-0.0886,0.25,-1.0649,-3.5106,1.1455,0.2411,7.5771,10,,-4.15,0.9641,0.65,-5.9411,0.5,4,1 0 0 0 1 0 0 0 0 0 0 0 0 0,-3.2843,-0.5328,2.0675,-0.1532,0.6569,3.8412,-0.5545,1.7532,-0.7784,0.455,1.1143,-1.106,-1.1215,-1.6609,-3.2843,QC'd by NIEHS/NTP
373,17389034,7820,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08007293-01/115413158,,Inactive,,,,0,,-4.5751,4.9549,0.4563,4,-9.2879,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.1717,-16.4899,-6.1913,-12.2738,-11.6291,-6.7577,-13.1629,-8.3466,-12.6903,3.838,-14.5843,-6.1092,-7.1851,7.6522,0.1717,10,,,,,,,4,,-3.1381,-7.1533,0.6225,-4.192,-2.1607,-1.8167,-8.3201,-0.1946,-5.9123,-1.5414,-6.5817,0.9262,-3.1258,2.7426,-3.1381,10,,,,,,,4,,-2.821,-3.4426,-2.6483,-3.8399,-3.8392,-1.2217,0.5297,-1.678,-2.2871,0.4508,-3.799,-4.6861,-1.0977,-1.1644,-2.821,QC'd by NIEHS/NTP
374,17389035,11317,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07990336-01/115413307,,Inactive,,,,0,,,,,,,4,,-4.2686,-8.3769,1.7354,2.4939,-12.581,-0.1276,-22.3301,-7.001,-0.2133,-7.0221,-15.0966,-0.2889,-9.7558,-5.7346,-4.2686,10,,,,,,,4,,0.8327,2.0539,0.2187,0.3251,-2.107,-1.2943,-13.8009,-3.7943,-0.6754,0.1708,-4.1035,-3.9178,-0.1221,0.8438,0.8327,10,,,,,,,4,,-2.6682,-2.6183,0.5859,-1.1452,-3.2984,-1.7522,-4.7317,-3.2697,-2.3039,-3.3436,-5.3645,-0.8193,-3.8209,-1.8737,-2.6682,QC'd by NIEHS/NTP
375,17389036,70452,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944115-01/115413032,,Inactive,,,,0,,,,,,,4,,10.4357,4.4552,14.3074,10.2971,-0.5502,0.7157,5.7727,8.7587,5.8666,-2.8169,3.0865,14.5943,12.2065,5.5401,10.4357,10,,,,,,,4,,1.6356,0.6601,3.7074,0.5921,-0.9619,-3.352,0.3057,-2.0275,2.0775,-3.1981,2.9523,3.2882,-0.5275,0.0348,1.6356,10,,,,,,,4,,-1.5141,0.1593,1.2365,0.1212,-1.9151,-0.1655,1.1232,2.7052,1.7738,-0.2939,-0.4665,-0.2248,-1.4983,-1.0192,-1.5141,QC'd by NIEHS/NTP
376,17389037,12232,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548330-01/115412598,,Inactive,,,,0,,-4.1251,4.9549,0.3622,8,-5.2435,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,5.4873,-10.6196,-7.0006,-6.1222,0.4138,-4.2858,-5.4179,-10.0632,-1.2579,-0.1047,-2.869,-3.2005,-8.2146,-8.6096,5.4873,10,,-8.8751,0.9,0.398,-1.5,-16.63,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.9451,-12.1917,-5.4243,-5.3018,1.3161,0.1369,-5.7731,-8.6935,-0.7343,1.9407,0.5197,1.8565,-1.8817,-7.5647,0.9451,10,,,,,,,4,,-1.2645,-1.7843,-1.0754,-0.9394,-0.0103,-0.8936,-1.9714,-1.6858,-0.0214,-1.1116,-1.6999,-1.8176,-2.3085,-3.9703,-1.2645,QC'd by NIEHS/NTP
377,17389038,82728,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944097-01/115412727,,Inactive,,,,0,,,,,,,4,,13.6354,3.7866,1.6934,-0.8378,-0.1971,5.0029,0.3237,6.1887,2.3433,12.6355,4.3145,4.6221,-2.7332,11.2432,13.6354,10,,,,,,,4,,0.3375,-1.4248,2.0135,-6.6432,-6.7525,1.4964,-1.8057,0.9138,-0.6062,0.8756,0.6034,1.2704,-5.3313,1.802,0.3375,10,,,,,,,4,,3.3574,1.9117,-3.5871,0.3866,-0.1165,-2.0755,-0.3756,1.085,-0.3236,3.0056,0.4981,-3.1217,-0.9546,2.7295,3.3574,QC'd by NIEHS/NTP
378,17389039,14242,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981312-01/115413271,,Inactive,,,,0,,-6.8251,4.9549,0.4992,0.5,-9.3505,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2.4582,-7.0503,-9.6954,-11.5421,-8.1866,-10.4626,-3.1431,4.5953,-8.8769,-3.2217,11.2017,1.1376,3.2709,-6.1823,2.4582,10,,,,,,,4,,-0.7434,-1.9842,-3.1419,-7.5021,-4.1844,-4.0074,-0.4861,0.9764,-6.696,-0.5522,11.5217,-0.6109,-2.0475,-6.3765,-0.7434,10,,,,,,,4,,-3.5088,-3.6964,-3.8268,-2.8934,-2.8407,-5.6448,-2.0683,0.4374,-2.3917,-3.8212,-1.613,-4.1833,-3.5868,-3.7199,-3.5088,QC'd by NIEHS/NTP
379,17389040,12329,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08002919-01/115413003,,Inactive,,,,0,,,,,,,4,,22.1024,2.6047,1.0803,-0.3716,21.3203,8.9363,-1.2926,-1.4638,1.3622,4.3476,4.7289,21.2556,10.7874,3.0109,22.1024,10,,,,,,,4,,7.9782,0.3136,0.5196,-0.2603,7.8273,1.2111,0.4184,-1.7966,0.9081,3.4667,2.6574,3.4929,-1.5237,0.873,7.9782,10,,,,,,,4,,-1.3311,-0.8411,0.9091,-0.789,1.8466,1.5908,-0.4607,-0.6158,-1.5228,-0.1224,1.0973,-0.0341,-1.8402,-3.2034,-1.3311,QC'd by NIEHS/NTP
380,17389041,10660,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07936233-01/115412781,,Inactive,,,,0,,,,,,,4,,-4.4817,-2.0333,-5.3,-5.0629,-5.8088,2.6672,-4.7177,-2.8616,-3.6862,-5.3886,-11.1758,-12.4815,8.3173,-7.636,-4.4817,10,,-4.9251,4.9549,0.5626,7.5,-1.1744,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,6.9435,-0.154,-0.5861,-1.1629,-1.5179,0.4688,0.0417,-1.7489,-1.5201,-1.1716,-5.1454,-1.552,15.1945,0.9878,6.9435,10,,-4.4,0.7,0.8392,-15.7078,-1.82,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-5.5367,-0.2667,-2.3394,-1.968,-2.7441,-2.7699,-3.0697,-0.5621,-2.6104,-4.0231,-3.4599,-6.8931,-5.9121,-9.7565,-5.5367,QC'd by NIEHS/NTP
381,17389042,12734,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08007579-01/115412304,,Inactive,,,,0,,,,,,,4,,-1.4957,-8.5057,-10.7534,-4.9894,-3.3307,-9.0515,-4.3561,-2.3458,-10.4177,-6.5898,-10.3143,2.9968,-6.8928,-0.3594,-1.4957,10,,,,,,,4,,-0.8787,-6.5575,-10.815,-4.8419,-3.0885,-10.8731,-3.6323,-1.3517,-8.8007,-5.7827,-9.9287,6.3208,-7.26,-1.9063,-0.8787,10,,,,,,,4,,-0.1599,0.2884,0.1315,0.5562,0.8687,-0.243,0.1275,0.596,-0.5696,0.8443,1.9637,-0.3269,1.1535,0.008,-0.1599,QC'd by NIEHS/NTP
382,17389043,7912,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944739-01/115412220,,Inactive,,,,0,,,,,,,4,,-0.2319,-6.7828,-2.501,8.4635,-0.1086,-5.1197,-1.8725,-9.2923,0.6909,-3.4519,9.2044,1.1928,-3.7574,-0.9475,-0.2319,10,,,,,,,4,,0.0257,-11.5095,-7.1916,4.8142,-0.7927,-7.0235,-1.941,-11.2735,0.648,-7.4043,1.7379,0.9878,-1.3172,0.4697,0.0257,10,,,,,,,4,,-1.6997,-0.1828,0.6911,1.3784,-0.0011,-0.1546,0.4086,-0.9306,-1.3544,0.5774,1.0596,-1.3572,-1.0067,0.009,-1.6997,QC'd by NIEHS/NTP
383,17389044,229852,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB13681075-01/115413471,,Inactive,,,,0,,,,,,,4,,1.1416,7.9799,4.6262,-1.1136,-1.7642,9.3115,3.5758,18.5434,3.3663,12.1047,12.3625,9.753,1.469,7.3077,1.1416,10,,,,,,,4,,-5.6772,0.6484,5.5741,1.2542,-2.0017,-1.2508,2.803,7.5168,2.7899,2.9842,-0.4849,-2.3556,1.1143,1.0933,-5.6772,10,,-4.75,1,0.9034,11.5,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,9.0426,2.2815,1.0645,0.0698,0.5623,1.7816,0.1008,3.3653,1.6419,1.5668,2.8298,4.7677,5.7241,9.8531,9.0426,QC'd by NIEHS/NTP
384,17389045,98356,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB13681087-01/115413433,,Inactive,,,,0,,,,,,,4,,-0.4215,6.0778,5.4274,6.8956,3.899,5.2359,14.215,14.5591,10.6177,3.1136,16.5715,6.0609,9.6306,8.3896,-0.4215,10,,-4.2251,4.5045,0.8658,-23.1382,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-19.6985,3.434,-1.3049,-0.3654,0.896,5.26,0.9385,6.3815,1.5541,3.6736,6.4405,4.8657,1.4324,-3.2646,-19.6985,10,,-4.45,1.4787,0.9589,18.5,1.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,15.3186,2.4599,1.8382,1.7541,1.0915,1.0133,3.221,1.7347,1.8144,0.312,3.431,2.2821,7.2716,11.1792,15.3186,QC'd by NIEHS/NTP
385,17389046,7586,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548342-01/115413434,,Inconclusive,,,,0,,,,,,,4,,-6.4108,-3.2585,5.421,-4.8025,-6.5833,-6.0648,-1.3469,-8.6435,-0.4231,-9.8063,-8.5241,-8.7743,2.0305,-9.9677,-6.4108,0,Single point of activity,-4.4751,4.9549,0.8819,-55.4875,-1.9386,-3,0 0 0 0 0 0 0 0 0 0 0 0 0 1,0.4465,-5.2425,5.7129,-0.7233,-6.6675,-0.4694,0.8921,-8.1137,1.6348,-8.2189,-5.1686,-0.117,0.5552,-48.6733,0.4465,10,Single point of activity,,,,,,3,0 0 0 0 0 0 0 0 0 0 0 0 1 0,-6.8179,-1.0133,1.1165,-0.8334,-1.2642,-1.0418,-1.5699,-0.199,-1.0113,-1.9735,-1.2317,-2.537,-2.25,63.2332,-6.8179,QC'd by NIEHS/NTP
386,17389047,6537502,Active,80,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08582918-01/115412566,,Inhibitor,26.6032,98.2037,,0,Complete curve; high efficacy,-4.5751,3.132,0.9849,-100.96,-3.3677,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-96.7051,1.5935,1.9715,-1.3424,-4.4666,-7.1104,-6.7734,-1.5078,-4.6883,-0.1417,-7.937,-13.7631,-29.1768,-90.306,-96.7051,0,Complete curve; high efficacy,-4.5751,3.5117,0.9904,-99.5926,-1.3889,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-95.3952,3.4937,3.2435,-0.1671,-2.8328,-1.6681,-5.0422,-0.4797,-1.3168,0.1114,-3.9978,-10.3816,-29.929,-90.8614,-95.3952,10,Partial curve; partial efficacy,-4.4,3.5117,0.9982,69.3648,0.0542,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,66.2944,0.3443,0.6296,-0.1795,0.1249,-1.2214,-1.7818,0.0423,-0.9019,0.8833,1.2727,1.3261,6.5923,43.1037,66.2944,QC'd by NIEHS/NTP
387,17389048,8210,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981385-01/115413182,,Inactive,,,,0,,,,,,,4,,-6.4524,-0.9681,-15.9194,-12.8864,-4.3327,-2.9759,-6.1964,-7.105,-5.6512,-2.9087,-2.9633,-3.0296,-5.076,0.1797,-6.4524,10,,-7.6751,4.9549,0.5241,0,-5.3644,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-2.8311,-1.8396,-6.5373,-6.9704,2.0209,-1.2299,-3.3233,-0.2778,-0.4449,1.7705,2.0225,-0.4651,-1.2924,0.0147,-2.8311,10,,-4,0.8,0.6973,-13.8197,-1.5,4,0 0 0 0 0 1 0 0 0 0 0 0 0 0,-8.1831,-0.4732,-3.5188,-3.0526,-2.1244,0.6934,1.4525,-2.6419,-1.7483,-2.6524,-0.9811,-3.9689,-4.4335,-4.9623,-8.1831,QC'd by NIEHS/NTP
388,17389049,19996,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981015-01/115413216,,Inactive,,,,0,,,,,,,4,,-7.1078,-9.2137,0.7069,2.9592,-6.8979,3.734,-9.6445,-13.1256,-11.0445,-1.5388,-2.0541,-2.3909,2.7463,-4.3562,-7.1078,10,,,,,,,4,,-7.2563,-5.6446,-3.3547,1.2621,-0.8757,-2.9796,-5.0663,-9.0836,-6.2057,-2.6079,-3.2911,-3.1041,-0.4661,-1.8841,-7.2563,10,,,,,,,4,,0.1385,-1.9382,-0.842,-1.3798,-3.4489,-0.6878,-2.0475,-1.6594,-2.6858,-1.5234,-2.5436,-2.648,-0.5855,-2.2386,0.1385,QC'd by NIEHS/NTP
389,17389050,6781,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07985403-01/115412712,,Inactive,,,,0,,,,,,,4,,5.7311,6.242,3.4921,-10.0919,7.7018,10.328,8.7713,2.9709,-11.588,1.8928,12.7496,7.7911,8.9987,1.57,5.7311,10,,,,,,,4,,-7.9885,0.1209,0.7999,-12.7975,0.8307,0.9773,2.8073,0.5484,-13.7166,-4.6233,9.1568,0.0575,0.7569,-8.4196,-7.9885,10,,-5,3.5117,0.7039,4,-1.1744,4,0 0 0 1 0 0 0 0 0 0 0 0 0 0,6.0383,0.6037,-1.1294,-2.9072,1.9277,-1.0647,-0.4477,-1.7283,-3.4787,0.2831,-2.3812,0.9859,3.7889,1.7144,6.0383,QC'd by NIEHS/NTP
390,17389051,6534,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07980969-01/115413276,,Inactive,,,,0,,,,,,,4,,-3.0147,-11.5192,-16.1199,0.0678,-17.7612,-13.3194,-15.707,-16.6579,-8.0744,-9.246,-11.6211,-10.8772,-12.7054,-4.5129,-3.0147,10,,-4.4751,3.9295,0.4267,-1.5591,-11.3082,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-1.8631,-11.5286,-14.7006,-0.8825,-15.2568,-14.2945,-14.572,-13.0667,-9.2247,-9.4935,-10.3906,-10.3534,-10.3997,-3.638,-1.8631,10,,-9.3,0.9,0.4845,-1.0158,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-2.9885,3.4422,-0.5371,0.4427,-1.7197,0.7422,-0.5274,-1.6327,0.7171,-0.4016,-0.2791,-0.3301,-2.3953,-2.9299,-2.9885,QC'd by NIEHS/NTP
391,17389052,7766,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08082675-01/115412852,,Inactive,,,,0,,,,,,,4,,7.5212,15.5198,0.9207,-0.3743,13.0882,4.6044,10.39,23.0973,5.276,7.7006,7.1832,6.4668,10.4081,2.4784,7.5212,10,,,,,,,4,,3.0031,4.2388,-1.9891,-2.9322,3.3554,0.6548,1.4939,7.4136,1.164,2.4197,-2.1616,2.1088,2.8162,-2.9449,3.0031,10,,,,,,,4,,2.4326,5.5162,2.3025,1.4627,3.5795,3.9766,5.8971,4.8976,3.639,3.7998,1.7093,3.5129,2.3235,2.7206,2.4326,QC'd by NIEHS/NTP
392,17389053,18283,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08007115-01/115412211,,Inconclusive,,,,0,Single point of activity,-5.4751,4.9549,0.6711,-42.5507,-4,-3,0 0 0 0 0 0 0 0 0 0 1 1 1 1,-9.6887,1.0221,-16.0188,-10.0881,0.6595,-7.8293,-3.4314,-4.3308,-11.7733,-2.6133,-33.7704,-5.9609,13.948,4.2733,-9.6887,10,,,,,,,4,,-8.5635,-0.628,-10.0944,-7.9501,-0.829,-6.6184,-0.719,-0.976,-7.2492,-1.2777,-29.0036,-7.7273,1.4185,0.26,-8.5635,10,,,,,,,4,,-4.1757,1.4774,-1.3573,-0.6418,-0.7371,0.1496,-1.3728,-1.3979,-2.4967,0.0293,-2.8421,-3.1809,-1.9305,-3.2377,-4.1757,QC'd by NIEHS/NTP
393,17389054,6492,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02540579-01/115413170,,Inactive,,,,0,,,,,,,4,,1.0304,0.6413,2.9469,5.0414,1.7669,-0.5222,-2.3813,-3.2263,9.7069,7.3757,1.867,6.2474,-2.043,0.1126,1.0304,10,,,,,,,4,,2.1942,0.8896,2.4282,3.99,0.5945,-0.8848,-1.3921,-0.022,3.4147,3.7762,2.775,-0.6816,2.3917,2.8381,2.1942,10,,,,,,,4,,2.3331,1.378,1.0928,-0.6296,0.138,-2.0513,-0.3539,-0.6003,3.4151,3.2532,2.8198,2.3013,0.2923,2.9833,2.3331,QC'd by NIEHS/NTP
